gene_symbol,gs_name,gs_subcat,human_gene_symbol,logFC,AveExpr,adj.P.Val,threshold
Rala,GO_CYTOKINESIS,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_CYTOKINESIS,BP,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG13032,GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,BP,CCDC13,3.48267781670936,6.08377696748961,1.69144814932207e-05,Increase
CG3822,GO_CYTOPLASMIC_REGION,CC,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_CYTOPLASMIC_REGION,CC,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3822,GO_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN,BP,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_CYTOPLASMIC_VESICLE_PART,CC,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG13032,GO_CYTOSKELETAL_PART,CC,CCDC13,3.48267781670936,6.08377696748961,1.69144814932207e-05,Increase
Tektin-C,GO_CYTOSKELETAL_PART,CC,TEKT1,3.37300308025243,8.80337564796925,9.61995770970593e-06,Increase
CG3259,GO_CYTOSKELETAL_PART,CC,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
Rala,GO_CYTOSKELETAL_PROTEIN_BINDING,MF,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_CYTOSKELETAL_PROTEIN_BINDING,MF,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG13032,GO_CYTOSKELETON,CC,CCDC13,3.48267781670936,6.08377696748961,1.69144814932207e-05,Increase
Tektin-C,GO_CYTOSKELETON,CC,TEKT1,3.37300308025243,8.80337564796925,9.61995770970593e-06,Increase
CG3259,GO_CYTOSKELETON,CC,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3259,GO_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG13032,GO_CYTOSKELETON_ORGANIZATION,BP,CCDC13,3.48267781670936,6.08377696748961,1.69144814932207e-05,Increase
Rala,GO_CYTOSKELETON_ORGANIZATION,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG5493,GO_DEFENSE_RESPONSE,BP,CDO1,2.11410991076965,8.98000200413129,6.55267426057803e-05,Increase
CG3822,GO_DEFENSE_RESPONSE,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_DENDRITE,CC,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_DENDRITE,CC,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_DENDRITE_CYTOPLASM,CC,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG5493,GO_DIOXYGENASE_ACTIVITY,MF,CDO1,2.11410991076965,8.98000200413129,6.55267426057803e-05,Increase
CG3822,GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Clk,GO_DNA_INTEGRITY_CHECKPOINT,BP,CLOCK,1.38212945383136,5.25031651060861,0.000740195593871859,Increase
Clk,GO_DOUBLE_STRANDED_DNA_BINDING,MF,CLOCK,1.38212945383136,5.25031651060861,0.000740195593871859,Increase
Ugt86Dd,GO_DRUG_BINDING,MF,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_DRUG_BINDING,MF,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt35a,GO_DRUG_METABOLIC_PROCESS,BP,UGT1A10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_DRUG_METABOLIC_PROCESS,BP,UGT1A10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt86Dd,GO_DRUG_METABOLIC_PROCESS,BP,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_DRUG_METABOLIC_PROCESS,BP,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Clk,GO_E_BOX_BINDING,MF,CLOCK,1.38212945383136,5.25031651060861,0.000740195593871859,Increase
UQCR-11,GO_ELECTRON_TRANSPORT_CHAIN,BP,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_ELECTRON_TRANSPORT_CHAIN,BP,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
Rala,GO_EMBRYO_DEVELOPMENT,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_EMBRYO_DEVELOPMENT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
Rala,GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3259,GO_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3259,GO_EMBRYONIC_DIGIT_MORPHOGENESIS,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3259,GO_EMBRYONIC_HEART_TUBE_DEVELOPMENT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
Rala,GO_EMBRYONIC_MORPHOGENESIS,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_EMBRYONIC_MORPHOGENESIS,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3259,GO_EMBRYONIC_ORGAN_DEVELOPMENT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
Rala,GO_ENDOCYTIC_VESICLE,CC,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3822,GO_ENDOPLASMIC_RETICULUM,CC,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG31235,GO_ENDOPLASMIC_RETICULUM,CC,RDH14,1.57068216405216,6.544556162751,0.00600388681213686,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM,CC,UGT1A10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM,CC,UGT1A10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM,CC,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM,CC,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM,CC,UGT2B10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM,CC,UGT2B10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM,CC,UGT2B28,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM,CC,UGT2B28,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
CG31235,GO_ENDOPLASMIC_RETICULUM_PART,CC,RDH14,1.57068216405216,6.544556162751,0.00600388681213686,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT1A10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT1A10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT2B10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT2B10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt35a,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT2B28,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENDOPLASMIC_RETICULUM_PART,CC,UGT2B28,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
UQCR-11,GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,BP,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,BP,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
Clk,GO_ENTRAINMENT_OF_CIRCADIAN_CLOCK,BP,CLOCK,1.38212945383136,5.25031651060861,0.000740195593871859,Increase
CG5144,GO_ENVELOPE,CC,CKMT1A,1.05615221760388,5.2649885887739,0.0162270546202803,Increase
CG5144,GO_ENVELOPE,CC,CKMT1B,1.05615221760388,5.2649885887739,0.0162270546202803,Increase
CG5144,GO_ENVELOPE,CC,CKMT2,1.05615221760388,5.2649885887739,0.0162270546202803,Increase
UQCR-11,GO_ENVELOPE,CC,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_ENVELOPE,CC,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
CG3822,GO_ENZYME_BINDING,MF,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_ENZYME_BINDING,MF,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_ENZYME_BINDING,MF,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Ugt35a,GO_ENZYME_BINDING,MF,UGT1A10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENZYME_BINDING,MF,UGT1A10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt86Dd,GO_ENZYME_BINDING,MF,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_ENZYME_BINDING,MF,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENZYME_INHIBITOR_ACTIVITY,MF,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_ENZYME_INHIBITOR_ACTIVITY,MF,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_ENZYME_REGULATOR_ACTIVITY,MF,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_ENZYME_REGULATOR_ACTIVITY,MF,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Rala,GO_EPITHELIUM_DEVELOPMENT,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_EPITHELIUM_DEVELOPMENT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3259,GO_ESTABLISHMENT_OF_LOCALIZATION_BY_MOVEMENT_ALONG_MICROTUBULE,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3822,GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL,BP,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL,BP,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3822,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,BP,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3822,GO_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,MF,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,MF,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXCITATORY_POSTSYNAPTIC_POTENTIAL,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXCITATORY_POSTSYNAPTIC_POTENTIAL,BP,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXCITATORY_SYNAPSE,CC,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXCITATORY_SYNAPSE,CC,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_EXOCYST,CC,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_EXOCYTOSIS,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG16790,GO_EXONUCLEASE_ACTIVITY,MF,USB1,1.04442318837689,7.73504286491373,0.00426068419142162,Increase
CG16790,GO_EXONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS,MF,USB1,1.04442318837689,7.73504286491373,0.00426068419142162,Increase
CG3822,GO_EXTRACELLULAR_GLUTAMATE_GATED_ION_CHANNEL_ACTIVITY,MF,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXTRACELLULAR_GLUTAMATE_GATED_ION_CHANNEL_ACTIVITY,MF,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,MF,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY,MF,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3259,GO_EYE_DEVELOPMENT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
Ugt86Dd,GO_FATTY_ACID_BINDING,MF,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_FATTY_ACID_BINDING,MF,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_FATTY_ACID_METABOLIC_PROCESS,BP,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_FATTY_ACID_METABOLIC_PROCESS,BP,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
CG3822,GO_FEAR_RESPONSE,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG5493,GO_FERROUS_IRON_BINDING,MF,CDO1,2.11410991076965,8.98000200413129,6.55267426057803e-05,Increase
Ugt35a,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT1A10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT1A10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt86Dd,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT2A3,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT2A3,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT2B10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT2B10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt35a,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT2B28,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_FLAVONOID_METABOLIC_PROCESS,BP,UGT2B28,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Rala,GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING,MF,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Clk,GO_GAMETE_GENERATION,BP,CLOCK,1.38212945383136,5.25031651060861,0.000740195593871859,Increase
CG3822,GO_GATED_CHANNEL_ACTIVITY,MF,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_GATED_CHANNEL_ACTIVITY,MF,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_GDP_BINDING,MF,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_GDP_BINDING,MF,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
UQCR-11,GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,BP,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,BP,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
CG5493,GO_GLAND_DEVELOPMENT,BP,CDO1,2.11410991076965,8.98000200413129,6.55267426057803e-05,Increase
Ugt35a,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT1A10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT1A10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt86Dd,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT2A3,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT2A3,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT2B10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT2B10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt35a,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT2B28,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_GLUCURONOSYLTRANSFERASE_ACTIVITY,MF,UGT2B28,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
CG3822,GO_GLUTAMATE_RECEPTOR_ACTIVITY,MF,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_GLUTAMATE_RECEPTOR_ACTIVITY,MF,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,BP,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
UQCR-11,GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,BP,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,BP,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
CG8199,GO_GLYOXYLATE_METABOLIC_PROCESS,BP,BCKDHA,1.07465700273264,8.9249947258636,0.00127569522948366,Increase
Rala,GO_GTPASE_ACTIVITY,MF,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_GTPASE_ACTIVITY,MF,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_GUANYL_NUCLEOTIDE_BINDING,MF,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_GUANYL_NUCLEOTIDE_BINDING,MF,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_HEART_DEVELOPMENT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
Clk,GO_HEAT_SHOCK_PROTEIN_BINDING,MF,NPAS2,1.38212945383136,5.25031651060861,0.000740195593871859,Increase
CG3822,GO_HOMEOSTATIC_PROCESS,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_HOMEOSTATIC_PROCESS,BP,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG31235,GO_HORMONE_METABOLIC_PROCESS,BP,RDH14,1.57068216405216,6.544556162751,0.00600388681213686,Increase
Ugt86Dd,GO_HORMONE_METABOLIC_PROCESS,BP,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_HORMONE_METABOLIC_PROCESS,BP,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Clk,GO_HSP90_PROTEIN_BINDING,MF,NPAS2,1.38212945383136,5.25031651060861,0.000740195593871859,Increase
UQCR-11,GO_HYDROGEN_ION_TRANSMEMBRANE_TRANSPORT,BP,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_HYDROGEN_ION_TRANSMEMBRANE_TRANSPORT,BP,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_HYDROGEN_TRANSPORT,BP,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_HYDROGEN_TRANSPORT,BP,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
Rala,GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES,MF,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_HYDROLASE_ACTIVITY_ACTING_ON_ACID_ANHYDRIDES,MF,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG16790,GO_HYDROLASE_ACTIVITY_ACTING_ON_ESTER_BONDS,MF,USB1,1.04442318837689,7.73504286491373,0.00426068419142162,Increase
CG3822,GO_IDENTICAL_PROTEIN_BINDING,MF,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_IDENTICAL_PROTEIN_BINDING,MF,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Ugt35a,GO_IDENTICAL_PROTEIN_BINDING,MF,UGT1A10,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
Ugt86Dd,GO_IDENTICAL_PROTEIN_BINDING,MF,UGT1A10,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt86Dd,GO_IDENTICAL_PROTEIN_BINDING,MF,UGT1A8,1.03846340222221,6.2132186092223,0.0020760201939351,Increase
Ugt35a,GO_IDENTICAL_PROTEIN_BINDING,MF,UGT1A8,1.87470840768378,6.88739268772282,0.000218749530183995,Increase
CG5493,GO_INFLAMMATORY_RESPONSE,BP,CDO1,2.11410991076965,8.98000200413129,6.55267426057803e-05,Increase
UQCR-11,GO_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,MF,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT,BP,UQCRH,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
UQCR-11,GO_INORGANIC_ION_TRANSMEMBRANE_TRANSPORT,BP,UQCRHL,1.59508097153468,5.6421013413015,0.00590350898526536,Increase
CG16790,GO_INTERCELLULAR_BRIDGE,CC,USB1,1.04442318837689,7.73504286491373,0.00426068419142162,Increase
Rala,GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3822,GO_INTRACELLULAR_PROTEIN_TRANSPORT,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
Rala,GO_INTRACELLULAR_PROTEIN_TRANSPORT,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_INTRACELLULAR_PROTEIN_TRANSPORT,BP,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_INTRACELLULAR_PROTEIN_TRANSPORT,BP,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
Rala,GO_INTRACELLULAR_SIGNAL_TRANSDUCTION,BP,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_INTRACELLULAR_SIGNAL_TRANSDUCTION,BP,RALB,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
Rala,GO_INTRACELLULAR_VESICLE,CC,RALA,2.69587805765964,6.98999431259953,3.15255298020027e-05,Increase
CG3259,GO_INTRACILIARY_TRANSPORT_PARTICLE,CC,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3259,GO_INTRACILIARY_TRANSPORT_PARTICLE_B,CC,TRAF3IP1,1.30230971447697,5.96541638879442,0.000250755752654363,Increase
CG3822,GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,CC,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,CC,GRIK5,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_ION_HOMEOSTASIS,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
CG3822,GO_ION_TRANSMEMBRANE_TRANSPORT,BP,GRIK2,2.54402812199207,5.77499713839045,0.000179633802360904,Increase
